"Time (s) good cart run #1","Position (m) good cart run #1","Velocity (m/s) good cart run #1","Acceleration (m/s²) good cart run #1","Time (s) bad cart plunger run #2","Position (m) bad cart plunger run #2","Velocity (m/s) bad cart plunger run #2","Acceleration (m/s²) bad cart plunger run #2","Time (s) bad cart magnetic run #3","Position (m) bad cart magnetic run #3","Velocity (m/s) bad cart magnetic run #3","Acceleration (m/s²) bad cart magnetic run #3","Time (s) good cart run #4","Position (m) good cart run #4","Velocity (m/s) good cart run #4","Acceleration (m/s²) good cart run #4","Time (s) good cart Run #5","Position (m) good cart Run #5","Velocity (m/s) good cart Run #5","Acceleration (m/s²) good cart Run #5","Time (s) good cart sail Run #6","Position (m) good cart sail Run #6","Velocity (m/s) good cart sail Run #6","Acceleration (m/s²) good cart sail Run #6","Time (s) stationary test run #7","Position (m) stationary test run #7","Velocity (m/s) stationary test run #7","Acceleration (m/s²) stationary test run #7","Time (s) stationary test run #8","Position (m) stationary test run #8","Velocity (m/s) stationary test run #8","Acceleration (m/s²) stationary test run #8","Time (s) stationary test run #9","Position (m) stationary test run #9","Velocity (m/s) stationary test run #9","Acceleration (m/s²) stationary test run #9","Time (s) stationary test run #10","Position (m) stationary test run #10","Velocity (m/s) stationary test run #10","Acceleration (m/s²) stationary test run #10","Time (s) stationary test run #11","Position (m) stationary test run #11","Velocity (m/s) stationary test run #11","Acceleration (m/s²) stationary test run #11","Time (s) goodd cart run #12","Position (m) goodd cart run #12","Velocity (m/s) goodd cart run #12","Acceleration (m/s²) goodd cart run #12"
0.480,0.45,0.00,0.00,0.480,0.45,0.00,0.05,0.480,0.45,-7.47E-4,0.31,0.480,0.45,0.00,0.00,0.480,0.45,0.00,-0.04,0.480,0.88,-0.05,-0.84,0.480,1.12,0.01,-0.14,0.480,0.45,0.00,-0.04,0.480,1.08,0.00,0.11,0.480,0.62,0.00,-0.01,0.480,0.89,-0.01,-0.18,0.480,0.75,-6.26E-4,0.11
0.490,0.45,0.00,0.00,0.490,0.45,0.00,0.00,0.490,0.45,0.01,0.18,0.490,0.45,0.00,-0.01,0.490,0.45,3.79E-4,-0.11,0.490,0.88,-0.07,-1.86,0.490,1.12,0.01,-0.16,0.490,0.45,3.73E-4,-0.10,0.490,1.08,0.00,-0.14,0.490,0.62,-5.55E-15,0.03,0.490,0.89,-0.01,-0.05,0.490,0.75,0.00,0.08
0.500,0.45,0.00,0.00,0.500,0.45,0.00,0.00,0.500,0.45,0.01,-0.12,0.500,0.45,0.00,0.04,0.500,0.45,0.00,-0.03,0.500,0.88,-0.10,-2.03,0.500,1.12,0.00,-0.10,0.500,0.45,0.00,-0.07,0.500,1.08,0.00,-0.20,0.500,0.62,-5.17E-4,0.14,0.500,0.89,-0.01,0.14,0.500,0.75,0.00,-0.07
0.510,0.45,0.00,0.00,0.510,0.45,0.00,0.00,0.510,0.45,3.73E-4,-0.31,0.510,0.45,-3.76E-4,0.14,0.510,0.45,0.00,0.18,0.510,0.87,-0.12,-1.38,0.510,1.12,0.01,-0.08,0.510,0.45,0.00,0.08,0.510,1.08,0.00,0.00,0.510,0.62,0.00,0.16,0.510,0.89,-0.01,0.38,0.510,0.75,6.26E-4,-0.22
0.520,0.45,0.00,0.00,0.520,0.45,0.00,0.00,0.520,0.45,0.00,-0.17,0.520,0.45,0.00,0.20,0.520,0.45,0.00,0.31,0.520,0.87,-0.13,-0.56,0.520,1.12,0.00,-0.16,0.520,0.45,-3.73E-4,0.20,0.520,1.08,-8.98E-4,0.22,0.520,0.62,0.01,0.06,0.520,0.89,0.00,0.42,0.520,0.75,0.00,-0.10
0.530,0.45,0.00,0.00,0.530,0.45,0.00,0.00,0.530,0.45,0.00,0.04,0.530,0.45,0.01,0.15,0.530,0.45,0.01,0.17,0.530,0.87,-0.13,-0.12,0.530,1.12,0.00,-0.14,0.530,0.45,0.00,0.11,0.530,1.08,0.00,0.14,0.530,0.62,0.00,6.50E-6,0.530,0.89,0.00,0.26,0.530,0.75,0.00,0.17
0.540,0.45,0.00,0.00,0.540,0.45,0.00,-0.01,0.540,0.45,0.00,0.10,0.540,0.45,0.01,0.08,0.540,0.45,0.01,-0.09,0.540,0.87,-0.13,-0.14,0.540,1.12,-9.34E-4,0.03,0.540,0.45,0.00,-0.04,0.540,1.08,0.00,-0.03,0.540,0.62,0.00,0.01,0.540,0.89,0.00,0.16,0.540,0.75,0.00,0.32
0.550,0.45,0.00,0.00,0.550,0.45,0.00,0.04,0.550,0.45,0.00,0.05,0.550,0.45,0.01,0.17,0.550,0.45,0.00,-0.16,0.550,0.87,-0.13,-0.63,0.550,1.12,0.00,0.10,0.550,0.45,0.00,-0.10,0.550,1.08,0.00,-0.11,0.550,0.62,0.01,-0.03,0.550,0.89,0.00,0.10,0.550,0.75,0.01,0.20
0.560,0.45,0.00,0.00,0.560,0.45,-3.73E-4,0.10,0.560,0.45,0.00,0.00,0.560,0.45,0.01,0.32,0.560,0.45,-3.79E-4,-0.03,0.560,0.87,-0.14,-0.79,0.560,1.12,0.00,0.08,0.560,0.45,0.00,-0.05,0.560,1.08,0.00,-0.06,0.560,0.62,0.00,-0.14,0.560,0.89,0.01,0.12,0.560,0.75,0.01,-0.07
0.570,0.45,0.00,0.00,0.570,0.45,0.00,0.11,0.570,0.45,0.00,0.00,0.570,0.45,0.01,0.42,0.570,0.45,0.00,0.18,0.570,0.87,-0.16,0.03,0.570,1.12,0.00,0.13,0.570,0.45,0.00,0.00,0.570,1.08,0.00,0.00,0.570,0.62,0.00,-0.15,0.570,0.89,0.01,0.01,0.570,0.75,0.00,-0.20
0.580,0.45,0.00,0.00,0.580,0.45,0.00,0.02,0.580,0.45,0.00,0.00,0.580,0.45,0.02,0.48,0.580,0.45,0.01,0.25,0.580,0.87,-0.14,1.21,0.580,1.12,0.00,0.21,0.580,0.45,0.00,0.00,0.580,1.08,0.00,0.00,0.580,0.62,0.00,-0.09,0.580,0.89,0.01,-0.07,0.580,0.75,0.00,-0.16
0.590,0.45,0.00,0.00,0.590,0.45,0.00,-0.14,0.590,0.45,0.00,0.00,0.590,0.45,0.02,0.45,0.590,0.45,0.01,0.15,0.590,0.86,-0.12,1.72,0.590,1.12,0.01,0.17,0.590,0.45,0.00,0.00,0.590,1.08,0.00,0.00,0.590,0.62,5.17E-4,-0.14,0.590,0.89,0.00,0.00,0.590,0.75,0.00,-0.06
0.600,0.45,0.00,0.01,0.600,0.45,3.73E-4,-0.17,0.600,0.45,0.00,0.00,0.600,0.45,0.03,0.31,0.600,0.45,0.01,0.09,0.600,0.86,-0.10,1.36,0.600,1.12,0.01,0.06,0.600,0.45,0.00,0.00,0.600,1.08,0.00,-0.01,0.600,0.62,0.00,-0.17,0.600,0.89,0.00,0.16,0.600,0.75,0.00,0.00
0.610,0.45,0.00,-0.04,0.610,0.45,0.00,0.01,0.610,0.45,0.00,0.00,0.610,0.45,0.03,0.13,0.610,0.45,0.01,0.13,0.610,0.86,-0.09,0.84,0.610,1.12,0.01,-0.05,0.610,0.45,0.00,0.00,0.610,1.08,0.00,0.02,0.610,0.62,-0.01,-0.02,0.610,0.89,0.01,0.48,0.610,0.75,0.00,0.00
0.620,0.45,3.77E-4,-0.10,0.620,0.45,-7.47E-4,0.32,0.620,0.45,0.00,0.00,0.620,0.45,0.03,0.21,0.620,0.45,0.01,0.23,0.620,0.86,-0.09,0.49,0.620,1.12,0.01,0.05,0.620,0.45,0.00,0.00,0.620,1.08,-8.98E-4,0.11,0.620,0.62,0.00,0.11,0.620,0.89,0.01,0.75,0.620,0.75,0.00,0.00
0.630,0.45,0.00,-0.07,0.630,0.45,0.00,0.45,0.630,0.45,0.00,0.00,0.630,0.45,0.03,0.43,0.630,0.46,0.01,0.29,0.630,0.86,-0.08,0.42,0.630,1.12,0.01,0.35,0.630,0.45,0.00,0.00,0.630,1.08,0.00,0.25,0.630,0.62,5.17E-4,0.03,0.630,0.89,0.02,0.72,0.630,0.75,0.00,0.01
0.640,0.45,0.00,0.08,0.640,0.45,0.01,0.30,0.640,0.45,0.00,0.00,0.640,0.45,0.04,0.45,0.640,0.46,0.02,0.29,0.640,0.86,-0.08,0.51,0.640,1.12,0.01,0.72,0.640,0.45,0.00,0.00,0.640,1.08,0.00,0.25,0.640,0.62,0.00,-0.14,0.640,0.89,0.03,0.15,0.640,0.75,0.00,-0.04
0.650,0.45,-3.77E-4,0.20,0.650,0.45,0.01,0.18,0.650,0.45,0.00,0.00,0.650,0.45,0.04,0.30,0.650,0.46,0.02,0.25,0.650,0.86,-0.07,0.43,0.650,1.12,0.02,0.71,0.650,0.45,0.00,0.00,0.650,1.08,0.01,0.04,0.650,0.62,-0.01,-0.16,0.650,0.89,0.03,-0.54,0.650,0.75,6.26E-4,-0.10
0.660,0.45,0.00,0.11,0.660,0.45,0.01,0.27,0.660,0.45,0.00,0.00,0.660,0.45,0.04,0.18,0.660,0.46,0.02,0.14,0.660,0.86,-0.07,7.53E-5,0.660,1.12,0.03,0.14,0.660,0.45,0.00,0.00,0.660,1.08,0.01,-0.14,0.660,0.62,-0.01,-0.06,0.660,0.89,0.02,-0.75,0.660,0.75,0.00,-0.11
0.670,0.45,0.00,-0.04,0.670,0.45,0.02,0.44,0.670,0.45,0.00,0.00,0.670,0.45,0.05,0.27,0.670,0.46,0.02,0.12,0.670,0.86,-0.07,-0.31,0.670,1.12,0.03,-0.54,0.670,0.45,0.00,0.00,0.670,1.08,0.00,-0.19,0.670,0.62,-0.01,-0.02,0.670,0.89,0.01,-0.60,0.670,0.75,0.00,-0.06
0.680,0.45,0.00,-0.10,0.680,0.45,0.02,0.40,0.680,0.45,0.00,0.00,0.680,0.45,0.05,0.38,0.680,0.46,0.02,0.31,0.680,0.86,-0.08,-0.05,0.680,1.12,0.02,-0.92,0.680,0.45,0.00,0.00,0.680,1.08,0.00,-0.03,0.680,0.62,-0.01,0.07,0.680,0.89,0.01,-0.49,0.680,0.75,0.00,-1.37E-5
0.690,0.45,0.00,-0.05,0.690,0.45,0.03,0.24,0.690,0.45,0.00,0.00,0.690,0.46,0.05,0.39,0.690,0.46,0.03,0.53,0.690,0.86,-0.08,0.43,0.690,1.12,0.01,-0.78,0.690,0.45,0.00,0.00,0.690,1.08,0.00,0.10,0.690,0.62,-0.01,0.24,0.690,0.89,0.00,-0.48,0.690,0.75,0.00,-0.01
0.700,0.45,0.00,0.00,0.700,0.45,0.03,0.22,0.700,0.45,0.00,0.00,0.700,0.46,0.06,0.34,0.700,0.46,0.04,0.50,0.700,0.85,-0.07,0.49,0.700,1.12,0.00,-0.41,0.700,0.45,0.00,0.00,0.700,1.08,0.01,0.13,0.700,0.62,-5.17E-4,0.27,0.700,0.89,-0.01,-0.31,0.700,0.75,0.00,0.04
0.710,0.45,0.00,0.00,0.710,0.45,0.03,0.36,0.710,0.45,0.00,0.00,0.710,0.46,0.06,0.28,0.710,0.46,0.04,0.29,0.710,0.85,-0.06,0.18,0.710,1.12,0.00,-0.13,0.710,0.45,0.00,0.00,0.710,1.08,0.01,0.04,0.710,0.62,0.00,0.07,0.710,0.89,-0.01,0.01,0.710,0.75,0.00,0.10
0.720,0.45,0.00,0.00,0.720,0.45,0.03,0.53,0.720,0.45,0.00,-0.01,0.720,0.46,0.06,0.32,0.720,0.46,0.04,0.27,0.720,0.85,-0.07,0.14,0.720,1.12,0.00,0.00,0.720,0.45,0.00,0.00,0.720,1.08,0.01,-0.13,0.720,0.62,5.17E-4,-0.11,0.720,0.89,0.00,0.20,0.720,0.75,0.00,0.11
0.730,0.45,0.00,0.00,0.730,0.45,0.04,0.54,0.730,0.45,0.00,0.04,0.730,0.46,0.07,0.42,0.730,0.46,0.04,0.43,0.730,0.85,-0.07,0.55,0.730,1.12,0.00,0.00,0.730,0.45,0.00,0.00,0.730,1.08,0.00,-0.21,0.730,0.62,0.00,-0.02,0.730,0.89,0.00,0.17,0.730,0.75,0.00,0.06
0.740,0.45,0.00,-0.01,0.740,0.45,0.05,0.41,0.740,0.45,-3.73E-4,0.13,0.740,0.46,0.07,0.49,0.740,0.46,0.05,0.45,0.740,0.85,-0.05,0.94,0.740,1.12,0.00,0.00,0.740,0.45,0.00,0.00,0.740,1.08,0.00,-0.19,0.740,0.62,-5.17E-4,0.11,0.740,0.89,0.00,0.06,0.740,0.75,0.00,-0.01
0.750,0.45,0.00,0.04,0.750,0.45,0.05,0.16,0.750,0.45,0.00,0.24,0.750,0.46,0.08,0.40,0.750,0.46,0.05,0.29,0.750,0.85,-0.04,0.86,0.750,1.12,0.00,0.00,0.750,0.45,0.00,0.00,0.750,1.08,0.00,-0.04,0.750,0.62,0.00,0.03,0.750,0.89,0.00,0.00,0.750,0.75,0.00,0.04
0.760,0.45,-3.77E-4,0.10,0.760,0.45,0.05,-0.02,0.760,0.45,0.01,0.25,0.760,0.46,0.08,0.24,0.760,0.46,0.05,0.23,0.760,0.85,-0.03,0.47,0.760,1.12,0.00,0.00,0.760,0.45,0.00,0.00,0.760,1.08,-8.98E-4,0.13,0.760,0.62,5.17E-4,-0.16,0.760,0.89,0.00,0.00,0.760,0.75,-6.26E-4,0.11
0.770,0.45,0.00,0.07,0.770,0.45,0.05,0.10,0.770,0.45,0.01,0.19,0.770,0.46,0.08,0.23,0.770,0.46,0.06,0.33,0.770,0.85,-0.03,0.10,0.770,1.12,0.00,0.00,0.770,0.45,0.00,0.00,0.770,1.08,0.00,0.22,0.770,0.62,0.00,-0.09,0.770,0.89,0.00,0.00,0.770,0.75,0.00,0.08
0.780,0.45,0.00,-0.08,0.780,0.45,0.05,0.46,0.780,0.45,0.01,0.18,0.780,0.46,0.08,0.33,0.780,0.46,0.06,0.35,0.780,0.85,-0.03,-0.14,0.780,1.12,0.00,0.00,0.780,0.45,0.00,0.00,0.780,1.08,0.01,0.16,0.780,0.62,0.00,0.18,0.780,0.89,0.00,0.00,0.780,0.75,0.00,-0.07
0.790,0.45,3.77E-4,-0.21,0.790,0.45,0.06,0.65,0.790,0.45,0.01,0.23,0.790,0.46,0.09,0.35,0.790,0.46,0.07,0.24,0.790,0.85,-0.04,-0.20,0.790,1.12,0.00,0.02,0.790,0.45,0.00,0.00,0.790,1.08,0.01,-0.07,0.790,0.62,0.00,0.28,0.790,0.89,0.00,0.00,0.790,0.75,6.26E-4,-0.21
0.800,0.45,0.00,-0.08,0.800,0.45,0.07,0.42,0.800,0.45,0.01,0.29,0.800,0.46,0.09,0.23,0.800,0.46,0.07,0.21,0.800,0.85,-0.04,-0.01,0.800,1.12,0.00,-0.02,0.800,0.45,0.00,0.00,0.800,1.08,0.00,-0.21,0.800,0.62,0.01,0.04,0.800,0.89,0.00,0.00,0.800,0.75,0.00,-0.13
0.810,0.45,0.00,0.18,0.810,0.45,0.07,0.10,0.810,0.45,0.02,0.25,0.810,0.46,0.09,0.26,0.810,0.46,0.07,0.41,0.810,0.85,-0.04,0.45,0.810,1.12,9.35E-4,-0.14,0.810,0.45,0.00,0.00,0.810,1.08,0.00,-0.19,0.810,0.62,0.00,-0.26,0.810,0.89,0.00,0.00,0.810,0.75,0.00,0.04
0.820,0.45,0.00,0.31,0.820,0.45,0.06,0.07,0.820,0.45,0.02,0.19,0.820,0.46,0.09,0.47,0.820,0.46,0.07,0.58,0.820,0.85,-0.03,0.84,0.820,1.12,0.00,-0.21,0.820,0.45,0.00,0.00,0.820,1.08,0.00,-0.04,0.820,0.62,0.00,-0.20,0.820,0.89,0.00,0.00,0.820,0.75,0.00,0.10
0.830,0.45,0.01,0.17,0.830,0.46,0.07,0.28,0.830,0.45,0.02,0.17,0.830,0.47,0.10,0.55,0.830,0.46,0.08,0.55,0.830,0.85,-0.02,0.80,0.830,1.12,-0.01,-0.03,0.830,0.45,0.00,0.00,0.830,1.08,-8.98E-4,0.13,0.830,0.62,0.00,0.13,0.830,0.89,0.00,0.00,0.830,0.75,0.00,0.09
0.840,0.45,0.01,-0.05,0.840,0.46,0.07,0.35,0.840,0.45,0.02,0.31,0.840,0.47,0.11,0.36,0.840,0.46,0.09,0.35,0.840,0.85,-0.01,0.44,0.840,1.12,0.00,0.29,0.840,0.45,0.00,0.00,0.840,1.08,0.00,0.22,0.840,0.62,0.00,0.27,0.840,0.89,0.00,0.00,0.840,0.75,-6.26E-4,0.13
0.850,0.45,0.00,-0.03,0.850,0.46,0.07,0.23,0.850,0.45,0.02,0.52,0.850,0.47,0.11,0.14,0.850,0.47,0.09,0.18,0.850,0.85,-0.01,0.13,0.850,1.12,0.00,0.36,0.850,0.45,0.00,0.00,0.850,1.08,0.01,0.16,0.850,0.62,0.01,0.08,0.850,0.89,0.00,0.01,0.850,0.75,0.00,0.21
0.860,0.45,0.00,0.21,0.860,0.46,0.07,0.26,0.860,0.45,0.03,0.59,0.860,0.47,0.11,0.16,0.860,0.47,0.09,0.23,0.860,0.85,-0.01,0.14,0.860,1.12,0.01,0.09,0.860,0.45,0.00,0.00,0.860,1.08,0.01,-0.07,0.860,0.62,0.00,-0.14,0.860,0.89,0.00,-0.01,0.860,0.75,0.01,0.14
0.870,0.45,0.01,0.43,0.870,0.46,0.08,0.47,0.870,0.45,0.04,0.50,0.870,0.47,0.11,0.37,0.870,0.47,0.09,0.33,0.870,0.85,-0.01,0.36,0.870,1.12,0.00,-0.13,0.870,0.45,0.00,0.00,0.870,1.08,0.00,-0.21,0.870,0.62,0.00,-0.16,0.870,0.89,7.44E-4,-0.12,0.870,0.75,0.01,-0.07
0.880,0.45,0.01,0.44,0.880,0.46,0.09,0.55,0.880,0.45,0.04,0.34,0.880,0.47,0.12,0.48,0.880,0.47,0.10,0.39,0.880,0.85,0.00,0.49,0.880,1.12,-9.35E-4,-0.05,0.880,0.45,0.00,0.00,0.880,1.08,0.00,-0.19,0.880,0.62,0.00,-0.06,0.880,0.89,0.00,-0.39,0.880,0.75,0.00,-0.20
0.890,0.45,0.02,0.34,0.890,0.46,0.09,0.37,0.890,0.45,0.05,0.29,0.890,0.47,0.12,0.44,0.890,0.47,0.10,0.34,0.890,0.85,0.00,0.45,0.890,1.12,0.00,0.16,0.890,0.45,0.00,0.00,0.890,1.08,0.00,-0.03,0.890,0.62,0.00,0.00,0.890,0.89,-0.01,-0.80,0.890,0.75,0.00,-0.17
0.900,0.45,0.02,0.29,0.900,0.46,0.09,0.10,0.900,0.45,0.05,0.29,0.900,0.47,0.13,0.34,0.900,0.47,0.10,0.29,0.900,0.85,0.01,0.35,0.900,1.12,0.01,0.16,0.900,0.45,0.00,0.00,0.900,1.08,-8.99E-4,0.11,0.900,0.62,0.00,0.00,0.900,0.89,-0.02,-0.97,0.900,0.75,0.00,-0.03
0.910,0.45,0.02,0.29,0.910,0.46,0.09,0.03,0.910,0.45,0.05,0.29,0.910,0.48,0.13,0.29,0.910,0.47,0.11,0.29,0.910,0.85,0.01,0.27,0.910,1.12,0.01,-0.08,0.910,0.45,0.00,0.00,0.910,1.08,0.00,0.08,0.910,0.62,0.00,0.00,0.910,0.89,-0.03,-0.62,0.910,0.75,-6.26E-4,0.12
0.920,0.45,0.03,0.29,0.920,0.46,0.09,0.17,0.920,0.45,0.05,0.29,0.920,0.48,0.13,0.29,0.920,0.47,0.11,0.29,0.920,0.85,0.01,0.31,0.920,1.12,0.00,-0.19,0.920,0.45,0.00,0.00,0.920,1.08,0.00,-0.05,0.920,0.62,0.00,0.00,0.920,0.89,-0.03,0.18,0.920,0.75,0.00,0.23
0.930,0.45,0.03,0.29,0.930,0.46,0.09,0.37,0.930,0.45,0.06,0.29,0.930,0.48,0.13,0.29,0.930,0.47,0.11,0.28,0.930,0.85,0.01,0.41,0.930,1.12,-9.35E-4,-0.08,0.930,0.45,0.00,0.00,0.930,1.08,-1.11E-14,-0.09,0.930,0.62,0.00,0.00,0.930,0.89,-0.03,0.74,0.930,0.75,0.01,0.29
0.940,0.45,0.03,0.25,0.940,0.46,0.10,0.50,0.940,0.45,0.06,0.28,0.940,0.48,0.14,0.29,0.940,0.47,0.11,0.33,0.940,0.85,0.02,0.51,0.940,1.12,0.00,0.18,0.940,0.45,0.00,0.00,0.940,1.08,-8.99E-4,0.08,0.940,0.62,0.00,-0.01,0.940,0.89,-0.01,0.70,0.940,0.75,0.01,0.28
0.950,0.45,0.03,0.18,0.950,0.47,0.11,0.37,0.950,0.45,0.06,0.33,0.950,0.48,0.14,0.29,0.950,0.48,0.12,0.38,0.950,0.85,0.02,0.60,0.950,1.12,0.00,0.40,0.950,0.45,0.00,0.00,0.950,1.08,0.00,0.19,0.950,0.62,0.00,0.04,0.950,0.89,-0.01,0.38,0.950,0.75,0.01,0.31
0.960,0.45,0.03,0.22,0.960,0.47,0.11,0.10,0.960,0.45,0.07,0.38,0.960,0.48,0.14,0.29,0.960,0.48,0.12,0.39,0.960,0.85,0.03,0.52,0.960,1.12,0.01,0.56,0.960,0.45,0.00,0.00,0.960,1.08,0.01,0.03,0.960,0.62,-5.17E-4,0.10,0.960,0.89,-0.01,0.16,0.960,0.75,0.01,0.41
0.970,0.45,0.04,0.36,0.970,0.47,0.11,0.02,0.970,0.46,0.07,0.39,0.970,0.48,0.15,0.28,0.970,0.48,0.13,0.34,0.970,0.85,0.04,0.35,0.970,1.12,0.02,0.55,0.970,0.45,0.00,0.00,0.970,1.08,0.00,-0.11,0.970,0.62,0.00,0.07,0.970,0.89,-0.01,0.11,0.970,0.75,0.02,0.52
0.980,0.46,0.04,0.52,0.980,0.47,0.11,0.21,0.980,0.46,0.07,0.30,0.980,0.48,0.15,0.32,0.980,0.48,0.13,0.28,0.980,0.85,0.04,0.08,0.980,1.12,0.02,0.17,0.980,0.45,0.00,-0.01,0.980,1.08,-8.99E-4,-0.08,0.980,0.62,0.00,-0.08,0.980,0.89,-0.01,0.05,0.980,0.75,0.02,0.57
0.990,0.46,0.05,0.58,0.990,0.47,0.11,0.48,0.990,0.46,0.08,0.18,0.990,0.49,0.15,0.42,0.990,0.48,0.13,0.33,0.990,0.85,0.04,-0.12,0.990,1.12,0.02,-0.30,0.990,0.45,0.00,0.04,0.990,1.08,0.00,0.05,0.990,0.62,5.17E-4,-0.21,0.990,0.89,-0.01,0.02,0.990,0.75,0.03,0.58
1.000,0.46,0.05,0.54,1.000,0.47,0.12,0.51,1.000,0.46,0.08,0.23,1.000,0.49,0.16,0.52,1.000,0.48,0.13,0.38,1.000,0.85,0.03,-0.06,1.000,1.12,0.01,-0.51,1.000,0.45,-3.73E-4,0.10,1.000,1.08,0.00,0.06,1.000,0.62,0.00,-0.12,1.000,0.89,-0.01,0.13,1.000,0.75,0.04,0.58
1.010,0.46,0.06,0.41,1.010,0.47,0.12,0.27,1.010,0.46,0.08,0.32,1.010,0.49,0.16,0.55,1.010,0.48,0.14,0.39,1.010,0.85,0.03,0.17,1.010,1.12,0.01,-0.25,1.010,0.45,0.00,0.07,1.010,1.08,0.00,-1.55E-5,1.010,0.62,0.00,0.04,1.010,0.89,0.00,0.19,1.010,0.75,0.04,0.37
1.020,0.46,0.06,0.20,1.020,0.47,0.12,-2.73E-4,1.020,0.46,0.09,0.42,1.020,0.49,0.17,0.41,1.020,0.48,0.14,0.34,1.020,0.85,0.04,0.49,1.020,1.12,0.01,0.02,1.020,0.45,0.00,-0.08,1.020,1.08,0.00,-1.02E-5,1.020,0.62,0.00,0.10,1.020,0.89,0.00,0.20,1.020,0.75,0.05,-0.05
1.030,0.46,0.06,0.08,1.030,0.47,0.12,-0.03,1.030,0.46,0.09,0.48,1.030,0.49,0.17,0.20,1.030,0.49,0.15,0.29,1.030,0.85,0.04,0.68,1.030,1.12,0.01,-0.02,1.030,0.45,3.73E-4,-0.20,1.030,1.08,0.00,-0.01,1.030,0.62,0.00,0.06,1.030,0.89,-7.43E-4,0.16,1.030,0.75,0.04,-0.36
1.040,0.46,0.06,0.17,1.040,0.48,0.12,0.22,1.040,0.46,0.09,0.49,1.040,0.49,0.17,0.08,1.040,0.49,0.15,0.29,1.040,0.85,0.05,0.67,1.040,1.12,0.01,-0.14,1.040,0.45,0.00,-0.11,1.040,1.08,0.00,0.03,1.040,0.62,0.00,0.00,1.040,0.89,0.00,0.11,1.040,0.75,0.03,-0.10
1.050,0.46,0.07,0.33,1.050,0.48,0.13,0.39,1.050,0.46,0.10,0.41,1.050,0.50,0.17,0.17,1.050,0.49,0.15,0.29,1.050,0.85,0.06,0.50,1.050,1.12,0.01,-0.16,1.050,0.45,0.00,0.04,1.050,1.08,0.00,0.11,1.050,0.62,0.00,0.00,1.050,0.89,0.00,0.06,1.050,0.75,0.03,0.64
1.060,0.46,0.07,0.39,1.060,0.48,0.13,0.35,1.060,0.46,0.10,0.20,1.060,0.50,0.17,0.33,1.060,0.49,0.15,0.29,1.060,0.85,0.06,0.18,1.060,1.12,0.01,-0.08,1.060,0.45,0.00,0.10,1.060,1.08,0.01,0.08,1.060,0.62,0.00,0.00,1.060,0.89,0.00,-1.45E-5,1.060,0.75,0.05,1.12
1.070,0.46,0.07,0.34,1.070,0.48,0.13,0.23,1.070,0.46,0.10,0.13,1.070,0.50,0.18,0.35,1.070,0.49,0.16,0.28,1.070,0.85,0.06,-0.04,1.070,1.12,0.01,-0.13,1.070,0.45,0.00,0.05,1.070,1.08,0.01,-0.03,1.070,0.62,0.00,0.00,1.070,0.89,0.00,0.01,1.070,0.76,0.07,0.87
1.080,0.46,0.08,0.28,1.080,0.48,0.13,0.28,1.080,0.47,0.10,0.23,1.080,0.50,0.18,0.24,1.080,0.49,0.16,0.32,1.080,0.86,0.06,0.08,1.080,1.12,0.00,-0.21,1.080,0.45,0.00,0.00,1.080,1.08,0.00,-0.11,1.080,0.62,0.00,0.00,1.080,0.89,0.00,-0.04,1.080,0.76,0.07,0.08
1.090,0.46,0.08,0.33,1.090,0.48,0.14,0.35,1.090,0.47,0.11,0.29,1.090,0.50,0.18,0.22,1.090,0.50,0.16,0.42,1.090,0.86,0.06,0.36,1.090,1.12,0.00,-0.17,1.090,0.45,0.00,0.00,1.090,1.08,0.00,-0.06,1.090,0.62,0.00,0.00,1.090,0.89,0.00,-0.10,1.090,0.76,0.06,-0.46
1.100,0.46,0.08,0.38,1.100,0.48,0.14,0.25,1.100,0.47,0.11,0.24,1.100,0.51,0.19,0.37,1.100,0.50,0.17,0.49,1.100,0.86,0.07,0.51,1.100,1.12,0.00,-0.05,1.100,0.45,0.00,0.00,1.100,1.08,0.00,-5.39E-6,1.100,0.62,0.00,0.00,1.100,0.89,0.00,-0.11,1.100,0.76,0.05,-0.21
1.110,0.46,0.09,0.42,1.110,0.49,0.14,0.14,1.110,0.47,0.11,0.22,1.110,0.51,0.19,0.48,1.110,0.50,0.17,0.40,1.110,0.86,0.07,0.37,1.110,1.12,0.00,-0.02,1.110,0.45,0.00,0.00,1.110,1.08,0.00,-0.02,1.110,0.62,0.00,0.00,1.110,0.89,0.00,-0.06,1.110,0.76,0.05,0.60
1.120,0.46,0.09,0.48,1.120,0.49,0.14,0.12,1.120,0.47,0.11,0.37,1.120,0.51,0.20,0.44,1.120,0.50,0.18,0.25,1.120,0.86,0.08,0.19,1.120,1.12,9.36E-4,-0.11,1.120,0.45,0.00,0.00,1.120,1.08,0.00,0.03,1.120,0.62,0.00,0.00,1.120,0.89,0.00,0.00,1.120,0.76,0.07,1.10
1.130,0.47,0.10,0.48,1.130,0.49,0.15,0.27,1.130,0.47,0.12,0.48,1.130,0.51,0.20,0.38,1.130,0.50,0.18,0.18,1.130,0.86,0.08,0.19,1.130,1.12,0.00,-0.24,1.130,0.45,0.00,0.00,1.130,1.08,0.00,0.08,1.130,0.62,0.00,0.00,1.130,0.89,0.00,-0.01,1.130,0.76,0.09,0.72
